Username,FollowAge,IsFollower,BatName,BatGender,BatColor,0
rst_poptart,71697,1,Shine,Female,Black,0
camburrit2,71033,1,Angel,Female,Black,0
Lillypopcorn,67925,1,Skye,Female,Brown,0
TeamFyro,56131,1,Rascal,Male,Red,0
marleythebarbarian,56214,1,Vamp,Male,Black,0
chessy68,46772,1,Haze,Female,Black,0
ObscureNorwegianGamer,21065,1,Blade,Male,Brown,0
Superfraggle,57554,1,Cole,Male,Black,0
joshie__,14028,1,Sade,Female,Black,0
TheOptionalOath,1527,1,Shadow,Male,Brown,0
WorstoftheWorst,1519,1,Draculon,Male,Black,0
bqqcc,1445,1,Ash,Male,Black,0
lepustheevil,75377,1,Cookie,Female,Brown,0
skolaider,73166,1,Dot,Female,Red,0
jacklamont_,67269,1,Nightmare,Male,Black,0
UpgrowthDevelopment,68517,1,Iris,Female,Black,0
Kwifenator,7558,1,Lucifer,Male,Brown,0
IvanOffalich,64850,1,Sabath,Male,Black,0
awkwardxbby,54579,1,Nightmare,Male,Black,0
RetroPuppet,74759,1,Cookie,Female,Brown,0
rustynikkerz,84776,1,Iris,Female,Black,0
hampe0413,67503,1,Azurys,Female,Black,0
john_ray_pinger,62192,1,Darth,Male,Brown,0
urypides0721,39941,1,Dimitri,Male,Red,0
eye_eatass,8659,1,Grey,Male,Black,0
Natureboymanning55,66693,1,Matrix,Male,Black,0
Daanaas,12358,1,Bruce,Male,Brown,0
IvoryDragons,29270,1,Shrike,Male,Black,0
Ellisair,67819,1,Char,Male,Black,0
KLovesHugz,53661,1,Twilight,Female,Brown,0
BaconlegsAndBluStar,81735,1,Dot,Female,Black,0
BlushingCrafter,4821,1,Ash,Male,Black,0
jacoffjac,62391,1,Ripmaw,Male,Brown,0
killallnygerians15,71106,1,Archangel,Male,Red,0
grimli,15316,1,Iris,Female,Black,0
BraindeadSurki,84259,1,Iris,Female,Black,0
xxautisticwolfxx,81592,1,Bruce,Male,Brown,0
themanuel111,76675,1,Comet,Male,Black,0
lepus_james_tula,75170,1,Screech,Male,Black,0
suuuuch,74184,1,Sade,Female,Brown,0
queenfairylivingdeadgurrl,73176,1,Dot,Female,Black,0
BugMacgregor,68384,1,Shine,Female,Black,0
SilverServerT,26271,1,Darth,Male,Brown,0
jayson69699,26236,1,Lady,Female,Black,0
GizmoTheHerow,21874,1,Bruce,Male,Red,0
D3athb0b,21851,1,Shadow,Male,Black,0
Lt1489,21844,1,Dot,Female,Brown,0
sagathes134,21809,1,Lucifer,Male,Black,0
gruntfodder,21809,1,Twilight,Female,Black,0
Narinja1,21808,1,Giggles,Female,Brown,0
Poxun1,21778,1,Drake,Male,Black,0
jl456lj,21675,1,Ripmaw,Male,Black,0
Cusses,21551,1,Illumina,Female,Brown,0
GraylyRain,21025,1,Dot,Female,Red,0
DaleDalemoimoi,16680,1,Scarlett,Female,Black,0
dontbanmepleasey,16404,1,Lucifer,Male,Black,0
Golargo_Sturdyfeet,36749,1,Equina,Female,Brown,0
therealak69420,31627,1,Velvet,Female,Black,0
BigBoiNoNo,12049,1,Darth,Male,Black,0
federico04039,11849,1,Guano,Male,Brown,0
edytedy2003,7924,1,Harmony,Female,Black,0
xxxmarkeem,7864,1,Mirage,Female,Black,0
mrschwiftyrick,6799,1,Nugget,Female,Brown,0
Mgreener87,5393,1,Flutters,Female,Red,0
asilentking,40632,1,Dawnstar,Female,Black,0
LizzieUllman97,40616,1,Giggles,Female,Black,0
syncereandgames,27275,1,Fuzz,Male,Brown,0
Xobias,24940,1,Char,Male,Black,0
jackepaulmurchlinkinbio,71905,1,Darth,Male,Black,0
MyNameIsGadda,69653,1,Azurys,Female,Brown,0
mrsdanville,68869,1,Impaler,Male,Black,0
miss_undastood,74692,1,Trixy,Female,Black,0
StevePlays_HD,81488,1,Fuzz,Male,Brown,0
TheMysteriousLizzy,81437,1,Cole,Male,Black,0
denizburgas13,79466,1,Sade,Female,Red,0
sarah_h92,79447,1,Fuzz,Male,Black,0
MadeYouLeaveTV,79158,1,Nyx,Male,Brown,0
ditto999,70034,1,Iris,Female,Black,0
krazybutkool,78513,1,Flutters,Female,Black,0
TheBasicz12345,75583,1,Char,Male,Brown,0
mmaxamms,5583,1,Blues,Male,Black,0
kookiemonsteh,1556,1,Rhyme,Female,Black,0
SuperCatPerson,68635,1,Spuds,Male,Brown,0
ItJustSteph,53977,1,Raine,Female,Red,0
jalynn_mean15,7828,1,Booboo,Male,Black,0
afafafafafafafaf,86040,1,Sona,Female,Black,0
YukiBloodbornGaming,84308,1,Dawnstar,Female,Brown,0
Hoenir_the_Silent,81174,1,Moonlight,Female,Black,0
dd92759912,71120,1,Lucifer,Male,Black,0
imacidic10,66229,1,Lady,Female,Brown,0
i_likeyorkhawk,24479,1,Sade,Female,Black,0
andrew7077,13886,1,Twilight,Female,Black,0
brodyjamesshanehall,72563,1,Brutus,Male,Brown,0
okaykamrynwolff69,10752,1,Skye,Female,Black,0
bigassbrodyjameshall,8582,1,Ivy,Female,Red,0
oddzzy,7235,1,Moon,Male,Black,0
msmilkshake,3857,1,Fuzz,Male,Brown,0
huddledangel0319,82708,1,Harmony,Female,Black,0
kbitliar,72795,1,Booboo,Male,Black,0
brodyjameshall300bounds,22457,1,Blade,Male,Brown,0
icewallowd_come,20513,1,Lady,Female,Black,0
mattypringle,14949,1,Aura,Female,Black,0
ZayonPlay,13350,1,Morticia,Female,Brown,0
erasrhead,12103,1,Grey,Male,Red,0
Braelynnx,11996,1,Sade,Female,Black,0
Kerazene,10328,1,Morticia,Female,Black,0
ZeliardFTW,10309,1,Ruth,Female,Brown,0
angelov222,8338,1,Indigo,Female,Black,0
luxanadian,5369,1,Giggles,Female,Black,0
kill_tha_juice_1,84540,1,Moon,Male,Brown,0
jacckmehoff,82077,1,Shrike,Male,Black,0
robloxminecrafter1,22471,1,Shine,Female,Black,0
Ludi_,20495,1,Morning,Female,Brown,0
waffleplayslife,12874,1,Ripmaw,Male,Red,0
COAAOL,12103,1,Rhyme,Female,Black,0
hawkmagpie,3985,1,Moon,Male,Black,0
saaaaadude234,83581,1,Rascal,Male,Brown,0
Theosevis_,70641,1,Equina,Female,Black,0
blueflame_91yt,22447,1,Trixy,Female,Black,0
cartuneman_1,18026,1,Booboo,Male,Brown,0
aid210,3155,1,Bandetta,Female,Black,0
Sariana123,85082,1,Aine,Female,Black,0
mr_ace0,81526,1,Aura,Female,Brown,0
icewallowcome471,79061,1,Ash,Male,Black,0
jakewalker1904,81100,1,Tiberius,Male,Red,0
ilovetutti69,76906,1,Moonlight,Female,Black,0
wowbobby11,76019,1,Sonar,Male,Brown,0
burnprogamer,75460,1,Shadow,Male,Black,0
emretok511,6498,1,Azar,Male,Black,0
xanaxlegeny,74093,1,Equina,Female,Brown,0
prestonplayzman,11168,1,Nibbles,Female,Black,0
icewalow_come_20,9616,1,Blade,Male,Black,0
savage_wolf678,2458,1,Angel,Male,Brown,0
Thexbox360lover, ,1,Cerulean,Female,Black,0
ihatemylifesomuch157,79344,1,Flaps,Male,Red,0
Iampftw,76207,1,Dot,Female,Black,0
sebakiku,44717,1,Violet,Female,Brown,0
Farklez1128,31337,1,Shine,Female,Black,0
supervirusbot,28310,1,Equinox,Female,Black,0
Marklock3_tv,26919,1,Scarlett,Female,Brown,0
daineexgt,24923,1,Mittens,Female,Black,0
schaamhaarlikken,21055,1,Bandetta,Female,Black,0
zipbowl625,17613,1,Dot,Female,Brown,0
theowneroftwich,17120,1,Harmony,Female,Red,0
ender_acid,14350,1,Siren,Female,Black,0
maballzitch69,13468,1,Tiberius,Male,Black,0
secondowneroftwich,11364,1,Nibbles,Female,Brown,0
DreamDog00,10763,1,Morticia,Female,Black,0
cazylady122,10161,1,Matrix,Male,Black,0
winter_4life,10070,1,Baxter,Male,Brown,0
kermit_thefwog,9724,1,Spectre,Male,Black,0
knee_growwwzz,5774,1,Ruth,Female,Black,0
naturelover1,3053,1,Midnight,Male,Brown,0
theownerofridgure,79628,1,Tiberius,Male,Black,0
risguregotohell,79359,1,Shrike,Male,Red,0
jazdogg,38328,1,Echo,Female,Black,0
voidyblade,37935,1,Booboo,Male,Brown,0
OZMrMagic,31889,1,Morning,Female,Black,0
kitjasper09,23402,1,Raine,Female,Black,0
twitch_loves_the_gas_room,21881,1,Cerulean,Female,Brown,0
Vidat001,20618,1,Moonlight,Female,Black,0
Hannukkah_Celt,20595,1,Ash,Male,Black,0
OrigamiGuy2,20564,1,Shade,Female,Brown,0
TrubuTV,16913,1,Ash,Male,Red,0
mastercrafrtr,15824,1,Abby,Female,Black,0
AudaciousTaborAddams,1302,1,Nugget,Female,Black,0
framingtheframed,32230,1,Sabath,Male,Brown,0
tribun793nilsonn,27609,1,Screech,Male,Black,0
pupgirl22,39002,1,Lady,Female,Black,0
kilderine,56821,1,Impaler,Male,Brown,0
CerlsJnr,38545,1,Abby,Female,Black,0
ztdiaz,79066,1,Sabath,Male,Black,0
SirGrumples,9180,1,Angel,Male,Brown,0
puppygirl246810,84606,1,Equina,Female,Red,0
mike3292,84564,1,Dawnstar,Female,Black,0
mimimindy,84530,1,Matrix,Male,Black,0
thalion_pelargor,24352,1,Vulkan,Male,Brown,0
riboture,14919,1,Sabath,Male,Black,0
dutchtr0ll,13574,1,Nugget,Female,Black,0
liza_m,70100,1,Equina,Female,Brown,0
TheRevolver_13,73079,1,Equinox,Female,Black,0
